,proj_id,location,size,complexity,price,task_id,task_name,duration
36,11369,Outer Banks,2577,medium,10255.0,2,2 FRAMING START,1
37,11369,Outer Banks,2577,medium,10255.0,2440,2440 Receive Steel,1
38,11369,Outer Banks,2577,medium,10255.0,2460,2460 Receive Lumber Drop #1,1
39,11369,Outer Banks,2577,medium,10255.0,2540,2540 Receive 1st Floor Joists,1
40,11369,Outer Banks,2577,medium,10255.0,3740,3740 Receive 2nd Floor Joists,1
41,11369,Outer Banks,2577,medium,10255.0,3300,3300 1st Floor Deck Framing,1
42,11369,Outer Banks,2577,medium,10255.0,3540,3540 Receive Lumber Drop #2,1
43,11369,Outer Banks,2577,medium,10255.0,4070,4070 Receive Exterior Deck Material,1
44,11369,Outer Banks,2577,medium,10255.0,4230,4230 Receive Housewrap/Flashing,1
45,11369,Outer Banks,2577,medium,10255.0,3380,3380 1st Floor Wall Framing,1
46,11369,Outer Banks,2577,medium,10255.0,3700,3700 Receive Trusses,1
47,11369,Outer Banks,2577,medium,10255.0,3780,3780 2nd Floor Deck Framing,1
48,11369,Outer Banks,2577,medium,10255.0,100,100 Framing DRAW 1,1
49,11369,Outer Banks,2577,medium,10255.0,3820,3820 2nd Floor Wall Framing,1
50,11369,Outer Banks,2577,medium,10255.0,3900,3900 Receive Lumber Drop #3,1
51,11369,Outer Banks,2577,medium,10255.0,4020,4020 Set Trusses,3
52,11369,Outer Banks,2577,medium,10255.0,3340,3340 Basement Wall Framing,1
53,11369,Outer Banks,2577,medium,10255.0,4380,4380 Roof Sheathing,3
54,11369,Outer Banks,2577,medium,10255.0,4071,4071 Receive Exterior Decking,1
55,11369,Outer Banks,2577,medium,10255.0,4260,4260 Receive Windows,1
56,11369,Outer Banks,2577,medium,10255.0,4300,4300 Receive Window/Door Flashings,1
57,11369,Outer Banks,2577,medium,10255.0,4340,4340 Receive Exterior Doors,1
58,11369,Outer Banks,2577,medium,10255.0,4390,4390 Receive Roofing Material,1
59,11369,Outer Banks,2577,medium,10255.0,4777,4777 Receive Box Stairs,1
60,11369,Outer Banks,2577,medium,10255.0,4580,4580 Install Roofing,2
61,11369,Outer Banks,2577,medium,10255.0,140,140 Framing DRAW 2,1
62,11369,Outer Banks,2577,medium,10255.0,4100,4100 Exterior Deck Framing,1
63,11369,Outer Banks,2577,medium,10255.0,4540,4540 Install Windows,1
64,11369,Outer Banks,2577,medium,10255.0,4775,4775 Receive Hardwood Stairs,1
65,11369,Outer Banks,2577,medium,10255.0,3,3 TRADES START,1
66,11369,Outer Banks,2577,medium,10255.0,180,180 Framing DRAW 3,1
67,11369,Outer Banks,2577,medium,10255.0,5100,5100 HVAC Rough,2
68,11369,Outer Banks,2577,medium,10255.0,4940,4940 Install Fireplace,1
69,11369,Outer Banks,2577,medium,10255.0,4980,4980 Plumbing Rough,2
70,11369,Outer Banks,2577,medium,10255.0,8820,8820 Schedule Irrigation Well,1
71,11369,Outer Banks,2577,medium,10255.0,5180,5180 Electric Rough,4
72,11369,Outer Banks,2577,medium,10255.0,5740,5740 Install Gas Lines,1
73,11369,Outer Banks,2577,medium,10255.0,9390,9390 Install Water Meter/Sewer Frame,1
74,11369,Outer Banks,2577,medium,10255.0,9900,9900 Water Lateral,1
75,11369,Outer Banks,2577,medium,10255.0,9905,9905 Sewer Lateral,1
76,11369,Outer Banks,2577,medium,10255.0,5860,5860 Pre Drywall Walk,1
77,11369,Outer Banks,2577,medium,10255.0,5940,5940 Order Cabinets,1
78,11369,Outer Banks,2577,medium,10255.0,5941,5941 Order Cabinet Hardware,1
79,11369,Outer Banks,2577,medium,10255.0,9910,9910 Utility Grade,1
80,11369,Outer Banks,2577,medium,10255.0,5580,5580 Structured Wiring Rough,1
81,11369,Outer Banks,2577,medium,10255.0,5300,5300 Municipal Electric Inspection,1
82,11369,Outer Banks,2577,medium,10255.0,5900,5900 Air Seal,1
83,11369,Outer Banks,2577,medium,10255.0,4700,4700 Internal Framing Inspection,1
84,11369,Outer Banks,2577,medium,10255.0,5820,5820 Framing Inspection,1
85,11369,Outer Banks,2577,medium,10255.0,10940,10940 Framing Retainage,1
86,11369,Outer Banks,2577,medium,10255.0,0,GrillOrd Order Grill/Firebox,1
87,11369,Outer Banks,2577,medium,10255.0,6180,6180 Install Insulation,3
88,11369,Outer Banks,2577,medium,10255.0,6300,6300 Energy Inspection,1
89,11369,Outer Banks,2577,medium,10255.0,6380,6380 Install Drywall,10
90,11369,Outer Banks,2577,medium,10255.0,5179,5179 Electric Connection,1
91,11369,Outer Banks,2577,medium,10255.0,6620,6620 Receive Vinyl Siding,1
92,11369,Outer Banks,2577,medium,10255.0,6700,6700 Receive Composite Ext Trim,1
93,11369,Outer Banks,2577,medium,10255.0,6720,6720 Receive Siding Accents,1
94,11369,Outer Banks,2577,medium,10255.0,6725,6725 Receive Shutters,1
95,11369,Outer Banks,2577,medium,10255.0,6740,6740 Receive PVC Exterior Trim,1
96,11369,Outer Banks,2577,medium,10255.0,6781,6781 Receive Column Wrap/Flower Bx/Pediment,1
97,11369,Outer Banks,2577,medium,10255.0,6820,6820 Receive Deck Skirting,1
98,11369,Outer Banks,2577,medium,10255.0,6860,6860 Siding Installation,7
99,11369,Outer Banks,2577,medium,10255.0,8500,8500 Order Appliance Pkg 1,1
100,11369,Outer Banks,2577,medium,10255.0,9140,9140 2nd Stage Air Seal,1
101,11369,Outer Banks,2577,medium,10255.0,7900,7900 Receive Cabinets Allocation,1
102,11369,Outer Banks,2577,medium,10255.0,8420,8420 1st Paint,1
103,11369,Outer Banks,2577,medium,10255.0,6340,6340 Install Overhead Door,1
104,11369,Outer Banks,2577,medium,10255.0,7340,7340 Install Ceramic Tile,2
105,11369,Outer Banks,2577,medium,10255.0,7350,7350 Install Shower Tile,2
106,11369,Outer Banks,2577,medium,10255.0,8220,8220 Install Fireplace Surround/Mantel,1
107,11369,Outer Banks,2577,medium,10255.0,9860,9860 Final Utility Connection,1
108,11369,Outer Banks,2577,medium,10255.0,4981,4981 Deliver Farm Sink,1
109,11369,Outer Banks,2577,medium,10255.0,7300,7300 Receive Interior Trim,1
110,11369,Outer Banks,2577,medium,10255.0,7304,7304 Receive Goodie Box,1
111,11369,Outer Banks,2577,medium,10255.0,7700,7700 Receive Interior Doors,1
112,11369,Outer Banks,2577,medium,10255.0,7862,7862 Receive Cabinet Hardware Allocation,1
113,11369,Outer Banks,2577,medium,10255.0,7865,7865 Receive Door Hardware Allocation,1
114,11369,Outer Banks,2577,medium,10255.0,7866,7866 Receive Door Hardware,1
115,11369,Outer Banks,2577,medium,10255.0,7901,7901 Cabinet Delivery Charges,1
116,11369,Outer Banks,2577,medium,10255.0,7940,7940 Receive Vanity Tops,1
117,11369,Outer Banks,2577,medium,10255.0,7980,7980 Receive Stair Parts,1
118,11369,Outer Banks,2577,medium,10255.0,8020,8020 Receive Interior Railing,1
119,11369,Outer Banks,2577,medium,10255.0,4145,4145 Schedule Screen Porch Contractor,1
120,11369,Outer Banks,2577,medium,10255.0,4590,4590 Install Metal Roofing,1
121,11369,Outer Banks,2577,medium,10255.0,6880,6880 Build Trellis,1
122,11369,Outer Banks,2577,medium,10255.0,7140,7140 Exterior Painting,1
123,11369,Outer Banks,2577,medium,10255.0,7180,7180 Install Exterior Railings,1
124,11369,Outer Banks,2577,medium,10255.0,7220,7220 Install Deck Skirting/Flower Boxes,1
125,11369,Outer Banks,2577,medium,10255.0,7860,7860 Install Interior Trim,2
126,11369,Outer Banks,2577,medium,10255.0,8260,8260 Install Interior Railing,1
127,11369,Outer Banks,2577,medium,10255.0,8300,8300 Install Cabinets,3
128,11369,Outer Banks,2577,medium,10255.0,9360,9360 Receive Grill/Firebox,1
129,11369,Outer Banks,2577,medium,10255.0,9380,9380 Install Irrigation Well,1
130,11369,Outer Banks,2577,medium,10255.0,9460,9460 Attic Insulation,1
131,11369,Outer Banks,2577,medium,10255.0,9540,9540 Rec. GE Appliance Pkg1 Allocation,1
132,11369,Outer Banks,2577,medium,10255.0,9620,9620 Install Appliances,1
133,11369,Outer Banks,2577,medium,10255.0,8380,8380 Template Countertops,1
134,11369,Outer Banks,2577,medium,10255.0,8381,8381 Template Laminate Countertops,1
135,11369,Outer Banks,2577,medium,10255.0,10460,10460 Drywall Touch Up,2
136,11369,Outer Banks,2577,medium,10255.0,10500,10500 Paint 2,2
137,11369,Outer Banks,2577,medium,10255.0,0,vancheck Check Vanity Tops/Windows for Damage,1
138,11369,Outer Banks,2577,medium,10255.0,8460,8460 Install Countertops,1
139,11369,Outer Banks,2577,medium,10255.0,8920,8920 Install Water Heater,1
140,11369,Outer Banks,2577,medium,10255.0,8940,8940 Plumbing Trim,1
141,11369,Outer Banks,2577,medium,10255.0,9020,9020 Electric Trim,2
142,11369,Outer Banks,2577,medium,10255.0,9100,9100 HVAC Trim / Set Unit,1
143,11369,Outer Banks,2577,medium,10255.0,10301,10301 Driveway Apron,1
144,11369,Outer Banks,2577,medium,10255.0,10340,10340 Install Leadwalk & Comm. Sidewalk,1
145,11369,Outer Banks,2577,medium,10255.0,9110,9110 Gas Trim,1
146,11369,Outer Banks,2577,medium,10255.0,9260,9260 Structured Wiring Trim,1
147,11369,Outer Banks,2577,medium,10255.0,10300,10300 Install Driveway,1
148,11369,Outer Banks,2577,medium,10255.0,8465,8465 Install Tiled Backsplash,1
149,11369,Outer Banks,2577,medium,10255.0,9740,9740 Fireplace Start Up,1
150,11369,Outer Banks,2577,medium,10255.0,9790,9790 Basement Blanket Insulation,1
151,11369,Outer Banks,2577,medium,10255.0,10020,10020 Final Grade,1
152,11369,Outer Banks,2577,medium,10255.0,10380,10380 As Built Survey,1
153,11369,Outer Banks,2577,medium,10255.0,9820,9820 Install Gutters,1
154,11369,Outer Banks,2577,medium,10255.0,10100,10100 Irrigation Installation,1
155,11369,Outer Banks,2577,medium,10255.0,6885,6885 Install Screen Porch Enclosure,1
156,11369,Outer Banks,2577,medium,10255.0,10140,10140 Sod Installation,1
157,11369,Outer Banks,2577,medium,10255.0,10180,10180 Shrub Installation,1
158,11369,Outer Banks,2577,medium,10255.0,9750,9750 Order Appliance Pkg 2,1
159,11369,Outer Banks,2577,medium,10255.0,9990,9990 2nd Stage Termite Treatment,1
160,11369,Outer Banks,2577,medium,10255.0,9101,9101 HVAC Startup,1
161,11369,Outer Banks,2577,medium,10255.0,0,cabcheck Check Cabinets for Damage,1
162,11369,Outer Banks,2577,medium,10255.0,9700,9700 Install Hardwood Flooring,1
163,11369,Outer Banks,2577,medium,10255.0,7861,7861 Interior Trim Punch,1
164,11369,Outer Banks,2577,medium,10255.0,8540,8540 Install Bath Accessories,1
165,11369,Outer Banks,2577,medium,10255.0,8545,8545 Install Mirrors,1
166,11369,Outer Banks,2577,medium,10255.0,8580,8580 Install Shower Enclosures,1
167,11369,Outer Banks,2577,medium,10255.0,9660,9660 Install Carpet Flooring,1
168,11369,Outer Banks,2577,medium,10255.0,10260,10260 Install House Numbers,1
169,11369,Outer Banks,2577,medium,10255.0,6381,6381 Drywall Punch,1
170,11369,Outer Banks,2577,medium,10255.0,8900,8900 Install Closet Shelving,1
171,11369,Outer Banks,2577,medium,10255.0,8980,8980 Final Plumbing Inspection,1
172,11369,Outer Banks,2577,medium,10255.0,9060,9060 Final Electric Inspection,1
173,11369,Outer Banks,2577,medium,10255.0,9980,9980 Final Cleaning,1
174,11369,Outer Banks,2577,medium,10255.0,10420,10420 Powerwash,1
175,11369,Outer Banks,2577,medium,10255.0,0,appcheck Check Appliances for Damage,1
176,11369,Outer Banks,2577,medium,10255.0,9500,9500 Blower Door/Ductblaster,1
177,11369,Outer Banks,2577,medium,10255.0,10501,10501 Paint Retouch,1
178,11369,Outer Banks,2577,medium,10255.0,10620,10620 Punch Out Allocation,1
179,11369,Outer Banks,2577,medium,10255.0,9755,9755 Rec. GE Appliance Pkg2 Allocation,1
180,11369,Outer Banks,2577,medium,10255.0,9940,9940 Final Inspection,1
181,11369,Outer Banks,2577,medium,10255.0,9985,9985 Final Clean 2,1
182,11369,Outer Banks,2577,medium,10255.0,10660,10660 Quality Inspection,1
183,11369,Outer Banks,2577,medium,10255.0,10700,10700 Pick up C/O,1
184,11369,Outer Banks,2577,medium,10255.0,10780,10780 Customer Walk,1
185,11369,Outer Banks,2577,medium,10255.0,10888,10888 Release All Retainage,1
186,11369,Outer Banks,2577,medium,10255.0,11585,11585 Exterior Paint Retainage,1
187,11369,Outer Banks,2577,medium,10255.0,11980,11980 Sod Retainage,1
188,11369,Outer Banks,2577,medium,10255.0,12060,12060 Irrigation Retainage,1
189,11369,Outer Banks,2577,medium,10255.0,12100,12100 Shrub Retainage,1
190,11369,Outer Banks,2577,medium,10255.0,12180,12180 Driveway Retainage,1
191,11369,Outer Banks,2577,medium,10255.0,12180,12180.1 Driveway Top Coat Allocation,0
192,11369,Outer Banks,2577,medium,10255.0,10820,10820 Settlement,1
193,11369,Outer Banks,2577,medium,10255.0,99999,99999 HOME COMPLETE,1
194,12451,Peninsula,5195,high,750956.0,1,1 START  CONSTRUCTION,1
195,12451,Peninsula,5195,high,750956.0,980,980 Install Silt Fence,1
196,12451,Peninsula,5195,high,750956.0,1020,1020 Install Construction Entrance,1
197,12451,Peninsula,5195,high,750956.0,1780,1780 Order Steel,1
198,12451,Peninsula,5195,high,750956.0,0,00000 START,1
199,12451,Peninsula,5195,high,750956.0,252,252 Site Plan,1
200,12451,Peninsula,5195,high,750956.0,420,420 House placement survey,1
201,12451,Peninsula,5195,high,750956.0,900,900 Bldg Stakeout,1
202,12451,Peninsula,5195,high,750956.0,901,901 Engineering Allocation,0
203,12451,Peninsula,5195,high,750956.0,1100,1100 Form Footings,1
204,12451,Peninsula,5195,high,750956.0,1140,1140 Footing Inspection,1
205,12451,Peninsula,5195,high,750956.0,1180,1180 Pour Footings,1
206,12451,Peninsula,5195,high,750956.0,1181,1181 Pump Truck Allowance,1
207,12451,Peninsula,5195,high,750956.0,2230,2230 Receive Dumpster Allocation,1
208,12451,Peninsula,5195,high,750956.0,2240,2240 Receive Portable Toilet Allocation,1
209,12451,Peninsula,5195,high,750956.0,1190,1190 Capillary Break,1
210,12451,Peninsula,5195,high,750956.0,1580,1580 Form Foundation Walls,1
211,12451,Peninsula,5195,high,750956.0,1820,1820 Foundation Wall Inspection,1
212,12451,Peninsula,5195,high,750956.0,1860,1860 Foundation Wall Pour,1
213,12451,Peninsula,5195,high,750956.0,1900,1900 Strip Foundation Forms,1
214,12451,Peninsula,5195,high,750956.0,2340,2340 Backfill & Compact,1
215,12451,Peninsula,5195,high,750956.0,3020,3020 Termite & Pest PreTreatment,1
216,12451,Peninsula,5195,high,750956.0,3100,3100 Foundation Survey,1
217,12451,Peninsula,5195,high,750956.0,2020,2020 Install Underground Plumbing,1
218,12451,Peninsula,5195,high,750956.0,2344,2344 Meter Pit Install,1
219,12451,Peninsula,5195,high,750956.0,1980,1980 Install Underground Electric,1
220,12451,Peninsula,5195,high,750956.0,2140,2140 Underground Plumbing Inspection,1
221,12451,Peninsula,5195,high,750956.0,2385,2385 Pour SOG Slab,6
222,12451,Peninsula,5195,high,750956.0,2700,2700 Pour Garage Slab,1
223,12451,Peninsula,5195,high,750956.0,2440,2440 Receive Steel,1
224,12451,Peninsula,5195,high,750956.0,3740,3740 Receive 2nd Floor Joists,1
225,12451,Peninsula,5195,high,750956.0,3990,3990 Receive 3nd Floor Joists,1
226,12451,Peninsula,5195,high,750956.0,3540,3540 Receive Lumber Drop #2,1
227,12451,Peninsula,5195,high,750956.0,3700,3700 Receive Trusses,1
228,12451,Peninsula,5195,high,750956.0,4070,4070 Receive Exterior Deck Material,1
229,12451,Peninsula,5195,high,750956.0,4230,4230 Receive Housewrap/Flashing,1
230,12451,Peninsula,5195,high,750956.0,2460,2460 Receive Lumber Drop #1,1
231,12451,Peninsula,5195,high,750956.0,3900,3900 Receive Lumber Drop #3,1
232,12451,Peninsula,5195,high,750956.0,2,2 FRAMING START,1
233,12451,Peninsula,5195,high,750956.0,3380,3380 1st Floor Wall Framing,1
234,12451,Peninsula,5195,high,750956.0,3780,3780 2nd Floor Deck Framing,1
235,12451,Peninsula,5195,high,750956.0,100,100 Framing DRAW 1,1
236,12451,Peninsula,5195,high,750956.0,3820,3820 2nd Floor Wall Framing,2
237,12451,Peninsula,5195,high,750956.0,4660,4660 Schedule Elevator Rough,1
238,12451,Peninsula,5195,high,750956.0,3940,3940 3rd Floor Deck Framing,1
239,12451,Peninsula,5195,high,750956.0,3980,3980 3rd Floor Wall Framing,2
240,12451,Peninsula,5195,high,750956.0,4071,4071 Receive Exterior Decking,1
241,12451,Peninsula,5195,high,750956.0,4020,4020 Set Trusses,9
242,12649,Peninsula,5996,high,750956.0,0,00000 START,1
243,12649,Peninsula,5996,high,750956.0,1,1 START  CONSTRUCTION,1
244,12649,Peninsula,5996,high,750956.0,252,252 Site Plan,1
245,12649,Peninsula,5996,high,750956.0,260,260 Plan Review/Permit Allocation,0
246,12649,Peninsula,5996,high,750956.0,900,900 Bldg Stakeout,1
247,12649,Peninsula,5996,high,750956.0,901,901 Engineering Allocation,0
248,12649,Peninsula,5996,high,750956.0,980,980 Install Silt Fence,6
249,12649,Peninsula,5996,high,750956.0,1020,1020 Install Construction Entrance,1
250,12649,Peninsula,5996,high,750956.0,1100,1100 Form Footings,1
251,12649,Peninsula,5996,high,750956.0,1181,1181 Pump Truck Allowance,1
252,12649,Peninsula,5996,high,750956.0,1780,1780 Order Steel,1
253,12649,Peninsula,5996,high,750956.0,2230,2230 Receive Dumpster Allocation,1
254,12649,Peninsula,5996,high,750956.0,2240,2240 Receive Portable Toilet Allocation,1
255,12649,Peninsula,5996,high,750956.0,8500,8500 Order Appliance Pkg 1,1
256,12649,Peninsula,5996,high,750956.0,9750,9750 Order Appliance Pkg 2,1
257,12649,Peninsula,5996,high,750956.0,9860,9860 Final Utility Connection,0
258,12649,Peninsula,5996,high,750956.0,10300,10300.1 Driveway/Curb Repair Allowance,0
259,12649,Peninsula,5996,high,750956.0,1140,1140 Footing Inspection,1
260,12649,Peninsula,5996,high,750956.0,1180,1180 Pour Footings,1
261,12649,Peninsula,5996,high,750956.0,1190,1190 Capillary Break,1
262,12451,Peninsula,5195,high,750956.0,5940,5940 Order Cabinets,1
263,12451,Peninsula,5195,high,750956.0,5941,5941 Order Cabinet Hardware,1
264,12649,Peninsula,5996,high,750956.0,1580,1580 Form Foundation Walls,1
265,12649,Peninsula,5996,high,750956.0,1820,1820 Foundation Wall Inspection,1
266,12649,Peninsula,5996,high,750956.0,1860,1860 Foundation Wall Pour,1
267,12451,Peninsula,5195,high,750956.0,4380,4380 Roof Sheathing,3
268,12649,Peninsula,5996,high,750956.0,1900,1900 Strip Foundation Forms,1
269,12649,Peninsula,5996,high,750956.0,2382,2382 Slab Insulation,1
270,12649,Peninsula,5996,high,750956.0,3020,3020 Termite & Pest PreTreatment,1
271,12451,Peninsula,5195,high,750956.0,4300,4300 Receive Window/Door Flashings,1
272,12451,Peninsula,5195,high,750956.0,4340,4340 Receive Exterior Doors,1
273,13099,Arbor-Lyn,2616,medium,381426.0,900,900 Bldg Stakeout,1
274,12649,Peninsula,5996,high,750956.0,2340,2340 Backfill & Compact,2
275,13090,Marsh Island,5603,high,1154185.0,0,00000 START,1
276,13090,Marsh Island,5603,high,1154185.0,1,1 START  CONSTRUCTION,1
277,12451,Peninsula,5195,high,750956.0,140,140 Framing DRAW 2,1
278,13090,Marsh Island,5603,high,1154185.0,252,252 Site Plan,1
279,13090,Marsh Island,5603,high,1154185.0,260,260 Plan Review/Permit Allocation,0
280,13090,Marsh Island,5603,high,1154185.0,900,900 Bldg Stakeout,1
281,13090,Marsh Island,5603,high,1154185.0,901,901 Engineering Allocation,0
282,13090,Marsh Island,5603,high,1154185.0,980,980 Install Silt Fence,1
283,13090,Marsh Island,5603,high,1154185.0,1020,1020 Install Construction Entrance,1
284,13090,Marsh Island,5603,high,1154185.0,1181,1181 Pump Truck Allowance,1
285,13090,Marsh Island,5603,high,1154185.0,1780,1780 Order Steel,1
286,13090,Marsh Island,5603,high,1154185.0,2230,2230 Receive Dumpster Allocation,1
287,13090,Marsh Island,5603,high,1154185.0,2240,2240 Receive Portable Toilet Allocation,1
288,12649,Peninsula,5996,high,750956.0,2344,2344 Meter Pit Install,1
289,12649,Peninsula,5996,high,750956.0,3100,3100 Foundation Survey,1
290,12451,Peninsula,5195,high,750956.0,4100,4100 Exterior Deck Framing,1
291,12451,Peninsula,5195,high,750956.0,4540,4540 Install Windows,1
292,13090,Marsh Island,5603,high,1154185.0,8500,8500 Order Appliance Pkg 1,1
293,13090,Marsh Island,5603,high,1154185.0,9750,9750 Order Appliance Pkg 2,1
294,13090,Marsh Island,5603,high,1154185.0,10300,10300.1 Driveway/Curb Repair Allowance,0
295,12451,Peninsula,5195,high,750956.0,180,180 Framing DRAW 3,1
296,13090,Marsh Island,5603,high,1154185.0,940,940 Install Pilings,2
297,12649,Peninsula,5996,high,750956.0,2020,2020 Install Underground Plumbing,2
298,13090,Marsh Island,5603,high,1154185.0,1100,1100 Form Footings,1
299,13090,Marsh Island,5603,high,1154185.0,1140,1140 Footing Inspection,1
300,13090,Marsh Island,5603,high,1154185.0,1180,1180 Pour Footings,1
301,12451,Peninsula,5195,high,750956.0,4390,4390 Receive Roofing Material,1
302,13099,Arbor-Lyn,2616,medium,381426.0,0,00000 START,1
303,13099,Arbor-Lyn,2616,medium,381426.0,1,1 START  CONSTRUCTION,1
304,13099,Arbor-Lyn,2616,medium,381426.0,252,252 Site Plan,1
305,13099,Arbor-Lyn,2616,medium,381426.0,260,260 Plan Review/Permit Allocation,0
306,13099,Arbor-Lyn,2616,medium,381426.0,901,901 Engineering Allocation,0
307,13099,Arbor-Lyn,2616,medium,381426.0,980,980 Install Silt Fence,1
308,13099,Arbor-Lyn,2616,medium,381426.0,1020,1020 Install Construction Entrance,1
309,13099,Arbor-Lyn,2616,medium,381426.0,1060,1060 Foundation Excavation,1
310,13099,Arbor-Lyn,2616,medium,381426.0,1181,1181 Pump Truck Allowance,1
311,13090,Marsh Island,5603,high,1154185.0,1190,1190 Capillary Break,1
312,13090,Marsh Island,5603,high,1154185.0,1195,1195 Pin Footings,1
313,13099,Arbor-Lyn,2616,medium,381426.0,1780,1780 Order Steel,1
314,12649,Peninsula,5996,high,750956.0,2140,2140 Underground Plumbing Inspection,1
315,13099,Arbor-Lyn,2616,medium,381426.0,2230,2230 Receive Dumpster Allocation,1
316,13099,Arbor-Lyn,2616,medium,381426.0,2240,2240 Receive Portable Toilet Allocation,1
317,12451,Peninsula,5195,high,750956.0,4260,4260 Receive Windows,1
318,12451,Peninsula,5195,high,750956.0,4580,4580 Install Roofing,2
319,13099,Arbor-Lyn,2616,medium,381426.0,8500,8500 Order Appliance Pkg 1,1
320,13099,Arbor-Lyn,2616,medium,381426.0,9750,9750 Order Appliance Pkg 2,1
321,13099,Arbor-Lyn,2616,medium,381426.0,10300,10300.1 Driveway/Curb Repair Allowance,0
322,13090,Marsh Island,5603,high,1154185.0,1580,1580 Form Foundation Walls,1
323,13090,Marsh Island,5603,high,1154185.0,1820,1820 Foundation Wall Inspection,1
324,13090,Marsh Island,5603,high,1154185.0,1860,1860 Foundation Wall Pour,1
325,12649,Peninsula,5996,high,750956.0,2250,2250 Slab Prep,1
326,12649,Peninsula,5996,high,750956.0,2420,2420 Slab Inspection,1
327,12451,Peninsula,5195,high,750956.0,4775,4775 Receive Hardwood Stairs,1
328,12451,Peninsula,5195,high,750956.0,3,3 TRADES START,1
329,13090,Marsh Island,5603,high,1154185.0,1900,1900 Strip Foundation Forms,1
330,13090,Marsh Island,5603,high,1154185.0,2340,2340 Backfill & Compact,1
331,12649,Peninsula,5996,high,750956.0,2385,2385 Pour SOG Slab,1
332,12649,Peninsula,5996,high,750956.0,2700,2700 Pour Garage Slab,1
333,12451,Peninsula,5195,high,750956.0,4585,4585 Install Membrane Roofing,1
334,13090,Marsh Island,5603,high,1154185.0,2344,2344 Meter Pit Install,32
335,13090,Marsh Island,5603,high,1154185.0,2382,2382 Slab Insulation,1
336,13090,Marsh Island,5603,high,1154185.0,3020,3020 Termite & Pest PreTreatment,1
337,13090,Marsh Island,5603,high,1154185.0,3100,3100 Foundation Survey,4
338,12649,Peninsula,5996,high,750956.0,2,2 FRAMING START,1
339,12649,Peninsula,5996,high,750956.0,2440,2440 Receive Steel,1
340,12649,Peninsula,5996,high,750956.0,2460,2460 Receive Lumber Drop #1,1
341,12649,Peninsula,5996,high,750956.0,3540,3540 Receive Lumber Drop #2,1
342,12649,Peninsula,5996,high,750956.0,3740,3740 Receive 2nd Floor Joists,1
343,12649,Peninsula,5996,high,750956.0,3900,3900 Receive Lumber Drop #3,1
